t_s,phase,channel,unit,value
0.803,static,VCCAUX_PMC,W,0.132
1.305,static,VCCINT_V,V,0.805
1.305,static,VCCINT_I,A,4.9515
1.305,static,VCCINT,W,4.0286
1.305,static,VCC_SOC_V,V,0.8062
1.305,static,VCC_SOC_I,A,3.9202
1.305,static,VCC_SOC,W,3.1473
1.356,static,VCC_PMC_V,V,0.8788
1.356,static,VCC_PMC_I,A,0.152
1.356,static,VCC_PMC,W,0.1328
1.356,static,VCC_PSFP_V,V,0.8813
1.356,static,VCC_PSFP_I,A,0.19
1.356,static,VCC_PSFP,W,0.1679
1.356,static,VCC_PSLP_CPM5_V,V,0.8775
1.356,static,VCC_PSLP_CPM5_I,A,1.959
1.356,static,VCC_PSLP_CPM5,W,1.7167
1.356,static,VCC1V1_LP4_V,V,1.1025
1.356,static,VCC1V1_LP4_I,A,1.09
1.356,static,VCC1V1_LP4,W,1.2032
1.406,static,VCCAUX_V,V,1.5037
1.406,static,VCCAUX_I,A,0.7585
1.406,static,VCCAUX,W,1.1414
1.406,static,VCCAUX_PMC_V,V,1.5025
1.406,static,VCCAUX_PMC_I,A,0.088
1.406,static,VCCAUX_PMC,W,0.132
1.908,static,VCCINT_V,V,0.805
1.908,static,VCCINT_I,A,4.8246
1.908,static,VCCINT,W,3.9065
1.908,static,VCC_SOC_V,V,0.805
1.908,static,VCC_SOC_I,A,3.9149
1.908,static,VCC_SOC,W,3.1473
1.908,static,VCC_PMC_V,V,0.8775
1.958,static,VCC_PMC_I,A,0.152
1.958,static,VCC_PMC,W,0.1328
1.958,static,VCC_PSFP_V,V,0.8813
1.958,static,VCC_PSFP_I,A,0.19
1.958,static,VCC_PSFP,W,0.1648
1.958,static,VCC_PSLP_CPM5_V,V,0.8788
1.958,static,VCC_PSLP_CPM5_I,A,1.959
1.958,static,VCC_PSLP_CPM5,W,1.7259
1.958,static,VCC1V1_LP4_V,V,1.1025
1.958,static,VCC1V1_LP4_I,A,1.095
1.958,static,VCC1V1_LP4,W,1.2032
1.958,static,VCCAUX_V,V,1.5037
2.008,static,VCCAUX_I,A,0.7595
2.008,static,VCCAUX,W,1.1414
2.008,static,VCCAUX_PMC_V,V,1.5037
2.008,static,VCCAUX_PMC_I,A,0.088
2.008,static,VCCAUX_PMC,W,0.132
2.510,static,VCCINT_V,V,0.805
2.510,static,VCCINT_I,A,4.9515
2.510,static,VCCINT,W,4.0286
2.510,static,VCC_SOC_V,V,0.8062
2.560,static,VCC_SOC_I,A,3.9248
2.560,static,VCC_SOC,W,3.1473
2.560,static,VCC_PMC_V,V,0.8788
2.560,static,VCC_PMC_I,A,0.1515
2.560,static,VCC_PMC,W,0.1328
2.560,static,VCC_PSFP_V,V,0.8813
2.560,static,VCC_PSFP_I,A,0.19
2.560,static,VCC_PSFP,W,0.1679
2.560,static,VCC_PSLP_CPM5_V,V,0.8788
2.561,static,VCC_PSLP_CPM5_I,A,1.959
2.561,static,VCC_PSLP_CPM5,W,1.7213
2.561,static,VCC1V1_LP4_V,V,1.1025
2.611,static,VCC1V1_LP4_I,A,1.085
2.611,static,VCC1V1_LP4,W,1.1953
2.611,static,VCCAUX_V,V,1.5037
2.611,static,VCCAUX_I,A,0.7585
2.611,static,VCCAUX,W,1.1414
2.611,static,VCCAUX_PMC_V,V,1.5025
2.611,static,VCCAUX_PMC_I,A,0.088
2.611,static,VCCAUX_PMC,W,0.132
3.113,static,VCCINT_V,V,0.805
3.113,static,VCCINT_I,A,4.8734
3.113,static,VCCINT,W,3.9065
3.113,static,VCC_SOC_V,V,0.8062
3.113,static,VCC_SOC_I,A,3.9202
3.113,static,VCC_SOC,W,3.1473
3.163,static,VCC_PMC_V,V,0.8775
3.163,static,VCC_PMC_I,A,0.152
3.163,static,VCC_PMC,W,0.1336
3.163,static,VCC_PSFP_V,V,0.8813
3.163,static,VCC_PSFP_I,A,0.19
3.163,static,VCC_PSFP,W,0.1648
3.163,static,VCC_PSLP_CPM5_V,V,0.8788
3.163,static,VCC_PSLP_CPM5_I,A,1.9585
3.163,static,VCC_PSLP_CPM5,W,1.7213
3.163,static,VCC1V1_LP4_V,V,1.1025
3.163,static,VCC1V1_LP4_I,A,1.09
3.163,static,VCC1V1_LP4,W,1.2032
3.213,static,VCCAUX_V,V,1.5037
3.213,static,VCCAUX_I,A,0.758
3.213,static,VCCAUX,W,1.1414
3.213,static,VCCAUX_PMC_V,V,1.5025
3.213,static,VCCAUX_PMC_I,A,0.088
3.213,static,VCCAUX_PMC,W,0.1328
3.715,static,VCCINT_V,V,0.805
3.715,static,VCCINT_I,A,4.5511
3.715,static,VCCINT,W,3.6624
3.715,static,VCC_SOC_V,V,0.805
3.715,static,VCC_SOC_I,A,3.9202
3.715,static,VCC_SOC,W,3.1473
3.715,static,VCC_PMC_V,V,0.8788
3.715,static,VCC_PMC_I,A,0.1515
3.766,static,VCC_PMC,W,0.1328
3.766,static,VCC_PSFP_V,V,0.8813
3.766,static,VCC_PSFP_I,A,0.1904
3.766,static,VCC_PSFP,W,0.1709
3.766,static,VCC_PSLP_CPM5_V,V,0.8788
3.766,static,VCC_PSLP_CPM5_I,A,1.9585
3.766,static,VCC_PSLP_CPM5,W,1.7213
3.766,static,VCC1V1_LP4_V,V,1.1025
3.766,static,VCC1V1_LP4_I,A,1.09
3.766,static,VCC1V1_LP4,W,1.2032
3.766,static,VCCAUX_V,V,1.5037
3.766,static,VCCAUX_I,A,0.757
3.816,static,VCCAUX,W,1.1414
3.816,static,VCCAUX_PMC_V,V,1.5037
3.816,static,VCCAUX_PMC_I,A,0.088
3.816,static,VCCAUX_PMC,W,0.132
4.317,static,VCCINT_V,V,0.805
4.317,static,VCCINT_I,A,5.1517
4.317,static,VCCINT,W,3.6624
4.317,static,VCC_SOC_V,V,0.805
4.317,static,VCC_SOC_I,A,3.9301
4.317,static,VCC_SOC,W,3.1473
4.367,static,VCC_PMC_V,V,0.8788
4.367,static,VCC_PMC_I,A,0.1515
4.367,static,VCC_PMC,W,0.1328
4.367,static,VCC_PSFP_V,V,0.8813
4.367,static,VCC_PSFP_I,A,0.1904
4.368,static,VCC_PSFP,W,0.1679
4.368,static,VCC_PSLP_CPM5_V,V,0.8788
4.368,static,VCC_PSLP_CPM5_I,A,1.959
4.368,static,VCC_PSLP_CPM5,W,1.7213
4.368,static,VCC1V1_LP4_V,V,1.1025
4.368,static,VCC1V1_LP4_I,A,1.09
4.418,static,VCC1V1_LP4,W,1.2032
4.418,static,VCCAUX_V,V,1.5037
4.418,static,VCCAUX_I,A,0.757
4.418,static,VCCAUX,W,1.1384
4.418,static,VCCAUX_PMC_V,V,1.5025
4.418,static,VCCAUX_PMC_I,A,0.0875
4.418,static,VCCAUX_PMC,W,0.132
4.919,static,VCCINT_V,V,0.805
4.919,static,VCCINT_I,A,5.0736
4.919,static,VCCINT,W,4.1507
4.919,static,VCC_SOC_V,V,0.805
4.919,static,VCC_SOC_I,A,3.9202
4.919,static,VCC_SOC,W,3.1473
4.969,static,VCC_PMC_V,V,0.8788
4.969,static,VCC_PMC_I,A,0.152
4.969,static,VCC_PMC,W,0.1328
4.969,static,VCC_PSFP_V,V,0.8813
4.969,static,VCC_PSFP_I,A,0.19
4.969,static,VCC_PSFP,W,0.1679
4.969,static,VCC_PSLP_CPM5_V,V,0.8775
4.969,static,VCC_PSLP_CPM5_I,A,1.9585
4.969,static,VCC_PSLP_CPM5,W,1.7213
4.969,static,VCC1V1_LP4_V,V,1.1025
4.969,static,VCC1V1_LP4_I,A,1.085
4.969,static,VCC1V1_LP4,W,1.1875
4.969,static,VCCAUX_V,V,1.5037
5.019,static,VCCAUX_I,A,0.7585
5.019,static,VCCAUX,W,1.1414
5.019,static,VCCAUX_PMC_V,V,1.5025
5.019,static,VCCAUX_PMC_I,A,0.088
5.019,static,VCCAUX_PMC,W,0.132
5.521,static,VCCINT_V,V,0.805
5.521,static,VCCINT_I,A,4.5267
5.521,static,VCCINT,W,3.6624
5.521,static,VCC_SOC_V,V,0.8062
5.571,static,VCC_SOC_I,A,3.9202
5.571,static,VCC_SOC,W,3.1473
5.571,static,VCC_PMC_V,V,0.8788
5.571,static,VCC_PMC_I,A,0.152
5.571,static,VCC_PMC,W,0.1328
5.571,static,VCC_PSFP_V,V,0.88
5.571,static,VCC_PSFP_I,A,0.19
5.571,static,VCC_PSFP,W,0.1648
5.571,static,VCC_PSLP_CPM5_V,V,0.8788
5.571,static,VCC_PSLP_CPM5_I,A,1.959
5.571,static,VCC_PSLP_CPM5,W,1.7213
5.571,static,VCC1V1_LP4_V,V,1.1025
5.621,static,VCC1V1_LP4_I,A,1.09
5.621,static,VCC1V1_LP4,W,1.2032
5.621,static,VCCAUX_V,V,1.5037
5.621,static,VCCAUX_I,A,0.759
5.621,static,VCCAUX,W,1.1414
5.621,static,VCCAUX_PMC_V,V,1.5025
5.621,static,VCCAUX_PMC_I,A,0.088
5.621,static,VCCAUX_PMC,W,0.132
6.123,static,VCCINT_V,V,0.805
6.123,static,VCCINT_I,A,5.0004
6.123,static,VCCINT,W,4.0286
6.123,static,VCC_SOC_V,V,0.8062
6.123,static,VCC_SOC_I,A,3.9202
6.123,static,VCC_SOC,W,3.1473
6.173,static,VCC_PMC_V,V,0.8775
6.173,static,VCC_PMC_I,A,0.1515
6.173,static,VCC_PMC,W,0.1328
6.173,static,VCC_PSFP_V,V,0.8813
6.173,static,VCC_PSFP_I,A,0.19
6.173,static,VCC_PSFP,W,0.1648
6.173,static,VCC_PSLP_CPM5_V,V,0.8788
6.173,static,VCC_PSLP_CPM5_I,A,1.959
6.173,static,VCC_PSLP_CPM5,W,1.7213
6.173,static,VCC1V1_LP4_V,V,1.1025
6.173,static,VCC1V1_LP4_I,A,1.085
6.173,static,VCC1V1_LP4,W,1.1875
6.223,static,VCCAUX_V,V,1.5037
6.223,static,VCCAUX_I,A,0.759
6.223,static,VCCAUX,W,1.1414
6.223,static,VCCAUX_PMC_V,V,1.5037
6.223,static,VCCAUX_PMC_I,A,0.088
6.223,static,VCCAUX_PMC,W,0.132
6.725,static,VCCINT_V,V,0.805
6.725,static,VCCINT_I,A,5.2494
6.725,static,VCCINT,W,3.9065
6.725,static,VCC_SOC_V,V,0.8062
6.725,static,VCC_SOC_I,A,3.9248
6.725,static,VCC_SOC,W,3.1473
6.775,static,VCC_PMC_V,V,0.8788
6.775,static,VCC_PMC_I,A,0.152
6.775,static,VCC_PMC,W,0.1336
6.775,static,VCC_PSFP_V,V,0.88
6.775,static,VCC_PSFP_I,A,0.19
6.775,static,VCC_PSFP,W,0.1679
6.775,static,VCC_PSLP_CPM5_V,V,0.8788
6.775,static,VCC_PSLP_CPM5_I,A,1.959
6.775,static,VCC_PSLP_CPM5,W,1.7213
6.775,static,VCC1V1_LP4_V,V,1.1025
6.775,static,VCC1V1_LP4_I,A,1.09
6.775,static,VCC1V1_LP4,W,1.1953
6.775,static,VCCAUX_V,V,1.5037
6.825,static,VCCAUX_I,A,0.7575
6.825,static,VCCAUX,W,1.1384
6.825,static,VCCAUX_PMC_V,V,1.5037
6.825,static,VCCAUX_PMC_I,A,0.088
6.825,static,VCCAUX_PMC,W,0.132
7.327,static,VCCINT_V,V,0.805
7.327,static,VCCINT_I,A,4.8246
7.327,static,VCCINT,W,3.9065
7.327,static,VCC_SOC_V,V,0.805
7.377,static,VCC_SOC_I,A,3.9248
7.377,static,VCC_SOC,W,3.1473
7.377,static,VCC_PMC_V,V,0.8788
7.377,static,VCC_PMC_I,A,0.152
7.377,static,VCC_PMC,W,0.1336
7.377,static,VCC_PSFP_V,V,0.88
7.377,static,VCC_PSFP_I,A,0.192
7.377,static,VCC_PSFP,W,0.1679
7.377,static,VCC_PSLP_CPM5_V,V,0.8788
7.377,static,VCC_PSLP_CPM5_I,A,1.959
7.377,static,VCC_PSLP_CPM5,W,1.7213
7.377,static,VCC1V1_LP4_V,V,1.1025
7.428,static,VCC1V1_LP4_I,A,1.09
7.428,static,VCC1V1_LP4,W,1.1953
7.428,static,VCCAUX_V,V,1.5037
7.428,static,VCCAUX_I,A,0.757
7.428,static,VCCAUX,W,1.1414
7.428,static,VCCAUX_PMC_V,V,1.5037
7.428,static,VCCAUX_PMC_I,A,0.0875
7.428,static,VCCAUX_PMC,W,0.1313
7.929,static,VCCINT_V,V,0.805
7.929,static,VCCINT_I,A,4.5999
7.929,static,VCCINT,W,3.6624
7.929,static,VCC_SOC_V,V,0.8062
7.929,static,VCC_SOC_I,A,3.9301
7.929,static,VCC_SOC,W,3.1473
7.979,static,VCC_PMC_V,V,0.8775
7.979,static,VCC_PMC_I,A,0.152
7.979,static,VCC_PMC,W,0.1328
7.979,static,VCC_PSFP_V,V,0.8813
7.979,static,VCC_PSFP_I,A,0.1904
7.979,static,VCC_PSFP,W,0.1709
7.979,static,VCC_PSLP_CPM5_V,V,0.8788
7.979,static,VCC_PSLP_CPM5_I,A,1.959
7.979,static,VCC_PSLP_CPM5,W,1.7213
7.979,static,VCC1V1_LP4_V,V,1.1025
7.979,static,VCC1V1_LP4_I,A,1.09
7.979,static,VCC1V1_LP4,W,1.1953
8.029,static,VCCAUX_V,V,1.5037
8.029,static,VCCAUX_I,A,0.7585
8.029,static,VCCAUX,W,1.1414
8.029,static,VCCAUX_PMC_V,V,1.5025
8.029,static,VCCAUX_PMC_I,A,0.088
8.029,static,VCCAUX_PMC,W,0.132
8.531,static,VCCINT_V,V,0.805
8.531,static,VCCINT_I,A,4.5023
8.531,static,VCCINT,W,3.6624
8.581,static,VCC_SOC_V,V,0.8062
8.581,static,VCC_SOC_I,A,3.9202
8.581,static,VCC_SOC,W,3.1664
8.581,static,VCC_PMC_V,V,0.8775
8.581,static,VCC_PMC_I,A,0.1515
8.581,static,VCC_PMC,W,0.1328
8.581,static,VCC_PSFP_V,V,0.88
8.581,static,VCC_PSFP_I,A,0.19
8.581,static,VCC_PSFP,W,0.1679
8.581,static,VCC_PSLP_CPM5_V,V,0.8788
8.581,static,VCC_PSLP_CPM5_I,A,1.959
8.581,static,VCC_PSLP_CPM5,W,1.7213
8.581,static,VCC1V1_LP4_V,V,1.1025
8.581,static,VCC1V1_LP4_I,A,1.085
8.581,static,VCC1V1_LP4,W,1.2032
8.581,static,VCCAUX_V,V,1.5037
8.581,static,VCCAUX_I,A,0.758
8.631,static,VCCAUX,W,1.1414
8.631,static,VCCAUX_PMC_V,V,1.5037
8.631,static,VCCAUX_PMC_I,A,0.088
8.631,static,VCCAUX_PMC,W,0.132
9.132,static,VCCINT_V,V,0.805
9.132,static,VCCINT_I,A,5.0736
9.132,static,VCCINT,W,4.1507
9.132,static,VCC_SOC_V,V,0.8062
9.132,static,VCC_SOC_I,A,3.9248
9.182,static,VCC_SOC,W,3.1473
9.182,static,VCC_PMC_V,V,0.8775
9.182,static,VCC_PMC_I,A,0.152
9.182,static,VCC_PMC,W,0.1328
9.182,static,VCC_PSFP_V,V,0.88
9.182,static,VCC_PSFP_I,A,0.19
9.182,static,VCC_PSFP,W,0.1648
9.182,static,VCC_PSLP_CPM5_V,V,0.8788
9.182,static,VCC_PSLP_CPM5_I,A,1.959
9.182,static,VCC_PSLP_CPM5,W,1.7213
9.182,static,VCC1V1_LP4_V,V,1.1025
9.182,static,VCC1V1_LP4_I,A,1.09
9.233,static,VCC1V1_LP4,W,1.1953
9.233,static,VCCAUX_V,V,1.5037
9.233,static,VCCAUX_I,A,0.757
9.233,static,VCCAUX,W,1.1384
9.233,static,VCCAUX_PMC_V,V,1.5025
9.233,static,VCCAUX_PMC_I,A,0.0875
9.233,static,VCCAUX_PMC,W,0.132
9.734,static,VCCINT_V,V,0.805
9.734,static,VCCINT_I,A,4.3509
9.734,static,VCCINT,W,3.7845
9.734,static,VCC_SOC_V,V,0.8062
9.734,static,VCC_SOC_I,A,3.9248
9.734,static,VCC_SOC,W,3.1473
9.785,static,VCC_PMC_V,V,0.8775
9.785,static,VCC_PMC_I,A,0.1515
9.785,static,VCC_PMC,W,0.1328
9.785,static,VCC_PSFP_V,V,0.88
9.785,static,VCC_PSFP_I,A,0.19
9.785,static,VCC_PSFP,W,0.1679
9.785,static,VCC_PSLP_CPM5_V,V,0.8775
9.785,static,VCC_PSLP_CPM5_I,A,1.959
9.785,static,VCC_PSLP_CPM5,W,1.7213
9.785,static,VCC1V1_LP4_V,V,1.1025
9.785,static,VCC1V1_LP4_I,A,1.085
9.785,static,VCC1V1_LP4,W,1.1953
9.785,static,VCCAUX_V,V,1.5037
9.835,static,VCCAUX_I,A,0.7575
9.835,static,VCCAUX,W,1.1414
9.835,static,VCCAUX_PMC_V,V,1.5037
9.835,static,VCCAUX_PMC_I,A,0.0875
9.835,static,VCCAUX_PMC,W,0.132
10.336,static,VCCINT_V,V,0.805
10.336,static,VCCINT_I,A,4.6732
10.336,static,VCCINT,W,3.7845
10.336,static,VCC_SOC_V,V,0.8062
10.386,static,VCC_SOC_I,A,3.9202
10.386,static,VCC_SOC,W,3.1473
10.386,static,VCC_PMC_V,V,0.8788
10.386,static,VCC_PMC_I,A,0.152
10.386,static,VCC_PMC,W,0.1336
10.386,static,VCC_PSFP_V,V,0.88
10.386,static,VCC_PSFP_I,A,0.19
10.386,static,VCC_PSFP,W,0.1648
10.386,static,VCC_PSLP_CPM5_V,V,0.8788
10.386,static,VCC_PSLP_CPM5_I,A,1.959
10.386,static,VCC_PSLP_CPM5,W,1.7167
10.386,static,VCC1V1_LP4_V,V,1.1025
10.437,static,VCC1V1_LP4_I,A,1.085
10.437,static,VCC1V1_LP4,W,1.1953
10.437,static,VCCAUX_V,V,1.5037
10.437,static,VCCAUX_I,A,0.758
10.437,static,VCCAUX,W,1.1414
10.437,static,VCCAUX_PMC_V,V,1.5037
10.437,static,VCCAUX_PMC_I,A,0.0875
10.437,static,VCCAUX_PMC,W,0.132
10.938,static,VCCINT_V,V,0.805
10.938,static,VCCINT_I,A,4.6732
10.938,static,VCCINT,W,3.7845
10.938,static,VCC_SOC_V,V,0.8062
10.938,static,VCC_SOC_I,A,3.9248
10.938,static,VCC_SOC,W,3.1473
10.988,static,VCC_PMC_V,V,0.8788
10.988,static,VCC_PMC_I,A,0.152
10.988,static,VCC_PMC,W,0.1336
10.988,static,VCC_PSFP_V,V,0.8813
10.988,static,VCC_PSFP_I,A,0.1895
10.988,static,VCC_PSFP,W,0.1648
10.988,static,VCC_PSLP_CPM5_V,V,0.8788
10.988,static,VCC_PSLP_CPM5_I,A,1.959
10.988,static,VCC_PSLP_CPM5,W,1.7259
10.988,static,VCC1V1_LP4_V,V,1.1013
10.988,static,VCC1V1_LP4_I,A,1.085
10.988,static,VCC1V1_LP4,W,1.1953
11.039,static,VCCAUX_V,V,1.5037
11.039,static,VCCAUX_I,A,0.759
11.039,static,VCCAUX,W,1.1414
11.039,static,VCCAUX_PMC_V,V,1.5025
11.039,static,VCCAUX_PMC_I,A,0.088
11.039,static,VCCAUX_PMC,W,0.132
11.540,static,VCCINT_V,V,0.805
11.540,static,VCCINT_I,A,4.6976
11.540,static,VCCINT,W,3.7845
11.540,static,VCC_SOC_V,V,0.8062
11.540,static,VCC_SOC_I,A,3.9202
11.540,static,VCC_SOC,W,3.1473
11.540,static,VCC_PMC_V,V,0.8788
11.590,static,VCC_PMC_I,A,0.152
11.590,static,VCC_PMC,W,0.1328
11.590,static,VCC_PSFP_V,V,0.8813
11.590,static,VCC_PSFP_I,A,0.19
11.590,static,VCC_PSFP,W,0.1679
11.590,static,VCC_PSLP_CPM5_V,V,0.8788
11.590,static,VCC_PSLP_CPM5_I,A,1.959
11.590,static,VCC_PSLP_CPM5,W,1.7213
11.590,static,VCC1V1_LP4_V,V,1.1025
11.590,static,VCC1V1_LP4_I,A,1.09
11.590,static,VCC1V1_LP4,W,1.2032
11.590,static,VCCAUX_V,V,1.5037
11.641,static,VCCAUX_I,A,0.759
11.641,static,VCCAUX,W,1.1414
11.641,static,VCCAUX_PMC_V,V,1.5037
11.641,static,VCCAUX_PMC_I,A,0.0875
11.641,static,VCCAUX_PMC,W,0.132
12.142,static,VCCINT_V,V,0.8062
12.142,static,VCCINT_I,A,4.6976
12.142,static,VCCINT,W,3.5403
12.142,static,VCC_SOC_V,V,0.8062
12.142,static,VCC_SOC_I,A,3.9248
12.192,static,VCC_SOC,W,3.1473
12.192,static,VCC_PMC_V,V,0.8775
12.192,static,VCC_PMC_I,A,0.1515
12.192,static,VCC_PMC,W,0.1328
12.192,static,VCC_PSFP_V,V,0.88
12.192,static,VCC_PSFP_I,A,0.1904
12.192,static,VCC_PSFP,W,0.1679
12.192,static,VCC_PSLP_CPM5_V,V,0.8788
12.192,static,VCC_PSLP_CPM5_I,A,1.9596
12.192,static,VCC_PSLP_CPM5,W,1.7259
12.192,static,VCC1V1_LP4_V,V,1.1025
12.243,static,VCC1V1_LP4_I,A,1.085
12.243,static,VCC1V1_LP4,W,1.1953
12.243,static,VCCAUX_V,V,1.5037
12.243,static,VCCAUX_I,A,0.758
12.243,static,VCCAUX,W,1.1414
12.243,static,VCCAUX_PMC_V,V,1.5037
12.243,static,VCCAUX_PMC_I,A,0.088
12.243,static,VCCAUX_PMC,W,0.132
12.744,static,VCCINT_V,V,0.805
12.744,static,VCCINT_I,A,4.3509
12.744,static,VCCINT,W,3.5403
12.744,static,VCC_SOC_V,V,0.8062
12.744,static,VCC_SOC_I,A,3.9149
12.744,static,VCC_SOC,W,3.1473
12.794,static,VCC_PMC_V,V,0.8788
12.794,static,VCC_PMC_I,A,0.152
12.794,static,VCC_PMC,W,0.1336
12.794,static,VCC_PSFP_V,V,0.88
12.794,static,VCC_PSFP_I,A,0.1904
12.794,static,VCC_PSFP,W,0.1679
12.794,static,VCC_PSLP_CPM5_V,V,0.8788
12.794,static,VCC_PSLP_CPM5_I,A,1.959
12.794,static,VCC_PSLP_CPM5,W,1.7259
12.794,static,VCC1V1_LP4_V,V,1.1025
12.794,static,VCC1V1_LP4_I,A,1.09
12.794,static,VCC1V1_LP4,W,1.2032
12.845,static,VCCAUX_V,V,1.5037
12.845,static,VCCAUX_I,A,0.7565
12.845,static,VCCAUX,W,1.1414
12.845,static,VCCAUX_PMC_V,V,1.5025
12.845,static,VCCAUX_PMC_I,A,0.0875
12.845,static,VCCAUX_PMC,W,0.132
13.346,static,VCCINT_V,V,0.8062
13.346,static,VCCINT_I,A,4.5023
13.346,static,VCCINT,W,3.5403
13.396,static,VCC_SOC_V,V,0.8062
13.396,static,VCC_SOC_I,A,3.9248
13.396,static,VCC_SOC,W,3.1473
13.396,static,VCC_PMC_V,V,0.8788
13.396,static,VCC_PMC_I,A,0.152
13.396,static,VCC_PMC,W,0.1328
13.396,static,VCC_PSFP_V,V,0.8813
13.396,static,VCC_PSFP_I,A,0.19
13.396,static,VCC_PSFP,W,0.1648
13.396,static,VCC_PSLP_CPM5_V,V,0.8788
13.396,static,VCC_PSLP_CPM5_I,A,1.9585
13.396,static,VCC_PSLP_CPM5,W,1.7213
13.396,static,VCC1V1_LP4_V,V,1.1025
13.396,static,VCC1V1_LP4_I,A,1.09
13.396,static,VCC1V1_LP4,W,1.1953
13.396,static,VCCAUX_V,V,1.5037
13.396,static,VCCAUX_I,A,0.7585
13.446,static,VCCAUX,W,1.1414
13.446,static,VCCAUX_PMC_V,V,1.5025
13.446,static,VCCAUX_PMC_I,A,0.088
13.446,static,VCCAUX_PMC,W,0.132
13.948,static,VCCINT_V,V,0.805
13.948,static,VCCINT_I,A,5.0736
13.948,static,VCCINT,W,4.0286
13.948,static,VCC_SOC_V,V,0.8062
13.948,static,VCC_SOC_I,A,3.9202
13.948,static,VCC_SOC,W,3.1473
13.998,static,VCC_PMC_V,V,0.8788
13.998,static,VCC_PMC_I,A,0.152
13.998,static,VCC_PMC,W,0.1328
13.998,static,VCC_PSFP_V,V,0.88
13.998,static,VCC_PSFP_I,A,0.1895
13.998,static,VCC_PSFP,W,0.1648
13.998,static,VCC_PSLP_CPM5_V,V,0.8788
13.998,static,VCC_PSLP_CPM5_I,A,1.9585
13.998,static,VCC_PSLP_CPM5,W,1.7213
13.998,static,VCC1V1_LP4_V,V,1.1013
13.998,static,VCC1V1_LP4_I,A,1.09
13.998,static,VCC1V1_LP4,W,1.1953
14.048,static,VCCAUX_V,V,1.5037
14.048,static,VCCAUX_I,A,0.7585
14.048,static,VCCAUX,W,1.1414
14.048,static,VCCAUX_PMC_V,V,1.5025
14.048,static,VCCAUX_PMC_I,A,0.088
14.048,static,VCCAUX_PMC,W,0.1328
14.550,static,VCCINT_V,V,0.805
14.550,static,VCCINT_I,A,4.849
14.550,static,VCCINT,W,3.9065
14.550,static,VCC_SOC_V,V,0.8062
14.550,static,VCC_SOC_I,A,3.9248
14.550,static,VCC_SOC,W,3.1473
14.550,static,VCC_PMC_V,V,0.8775
14.600,static,VCC_PMC_I,A,0.152
14.600,static,VCC_PMC,W,0.1336
14.600,static,VCC_PSFP_V,V,0.8813
14.600,static,VCC_PSFP_I,A,0.19
14.600,static,VCC_PSFP,W,0.1679
14.600,static,VCC_PSLP_CPM5_V,V,0.8788
14.600,static,VCC_PSLP_CPM5_I,A,1.959
14.600,static,VCC_PSLP_CPM5,W,1.7213
14.600,static,VCC1V1_LP4_V,V,1.1025
14.600,static,VCC1V1_LP4_I,A,1.09
14.600,static,VCC1V1_LP4,W,1.1953
14.600,static,VCCAUX_V,V,1.5037
14.650,static,VCCAUX_I,A,0.757
14.650,static,VCCAUX,W,1.1414
14.650,static,VCCAUX_PMC_V,V,1.5037
14.650,static,VCCAUX_PMC_I,A,0.088
